name,address,province,Longitude,Latitude,congregation,risk_1,risk_2,risk_3,preparedness,emergencyResPlan,warningSystem,permanentBuilding,doorWindow,constructionDoc,earthquakeResistant,buildingEarthquakeImpact,facilityEarthquakeImpact,faciltyEndanger,evacuationPath,evacuationPathVulnerable,evacuationOfficer,emergencyCommission,facingDisasterProg,handlingSkill,specialBudget,interactionGuide,emergencyResponse,raiseFunds,provideTraining,churchEducation,riskreduction,disasterOccurs,economicDev,buildingCode,trainingNeeds,increaseCapacity,disasterResponseSOP,dataRoutine,evacuationSimulation,preparednessTools,competent,lastUpdate,Gempa,Banjir,KekeRingan,Tsunami,Cuaca Ekstrim,Gelombang Ekstrim dan Abrasi,Kebakaran Hutan dan Lahan,Letusan Gunung Berapi,Tanah Longsor,Multi Bahaya,Likuefaksi,Terorisme,Konflik
GPID Eben Haezer ,Jalan Borak No.1,Sulawesi Tengah ,-0.91081,119.8994,711,Gempa bumi,Konfik antar kelompok,Covid19,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak dan berpotensi membahayakan pengguna/jemaat,Tidak,Punya,Punya,Punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),LSM/NGO,Ibadah minggu,"Khotbah, Broadcast message WhatsApp Group",Sedikit siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Pelatihan itu sangat dibutuhkan untuk menambah pemahaman jemaat dalam kesiapan menghadapi bencana ,Tidak,Tidak Ada,"Ya, 1-2 tahun","Safety Box berisi dokumen penting, Genset","BPBD/BNPB, LSM/NGO Kebencanaan",27 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gereja Kristen Tuhan Jemaat Trinity Palu,Jl. Sulawesi (Depan Kantor PLN Maesa) ,Sulawesi Tengah,-0.90099,119.8722,60,Gempa Bumi,Epidemi,Terorisme,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Punya,Tidak punya,Tidak punya,Tidak,Tidak,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum pernah,Tidak Ada,Tidak Ada,Tidak siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Disabilitas dan inklusi, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit",Pelatihan tanggap bencana dan pengajaran teologi bencana,Tidak,Tidak Ada,Tidak,"Lampu senter, Genset","BPBD/BNPB, SAR, PMI",27 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gereja Kristen Oikumene Yerusalem ,Asrama Korem Juanda ,Sulawesi Tengah ,-0.9058902,119.865273,70,Covid19,Gempa Bumi ,Tidak Ada konflik ,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak dan berpotensi membahayakan pengguna/jemaat,Tidak,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Covid19,Insidental (penggalangan dana/persembahan bencana),Jemaat Sendiri yang merupakan tenaga Kesehatan,Ibadah minggu,"Khotbah, Broadcast message WhatsApp Group",Siap,,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana",Tidak Ada ,Tidak,"Pendataan pekerjaan/kegiatan usaha jemaat, Tidak Ada",Tidak,"Alat pengeras suara, Safety Box berisi dokumen penting, Genset",Kelompok masyarakat peduli bencana,27 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
GKI Sulsel Jemaat Palu,jalan patimura No. 53,Sulawesi Tengah ,-0.90287,119.8699,554,Gempa Bumi ,Covid19,Terorisme ,Punya,Tidak Punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Tidak pernah ,Ibadah minggu,"Video, Poster",Sedikit siap,Bantuan modal,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana",Gereja perlu dibekali/diberikan pengetahuan untuk tanggap terhadap situasi yang dapat terjadi dilingkungannya ,Tidak,"Pendataan golongan darah, Pendataan pekerjaan/kegiatan usaha jemaat",Tidak,"Peluit, Lampu senter, Rompi, Kotak P3K, Alat pemadam kebakaran, Genset","LSM/NGO Kebencanaan, PMI, Kelompok masyarakat peduli bencana",27 April 2021,#CF3333,#CF3333,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
GPdI Jemaat Shallom ,jalan nusakambangan No.7,Sulawesi Tengah ,-0.90115,119.872,100,Covid19,Gempa Bumi,Tidak Ada,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak tapi masih bisa digunakan,Tidak,Punya,Punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Gempa bumi ,Insidental (penggalangan dana/persembahan bencana),LSM/NGO,Ibadah minggu,"Khotbah, Broadcast message WhatsApp Group",Siap,Tidak Ada,Ya,"Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Epidemi dan wabah penyakit",Selalu mensosialisasi terkait kebencanaan dari pemerintah ,Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak)",Tidak,"Peluit, Lampu senter, Lampu darurat, Kotak P3K, Peralatan balut bidai, Alat pengeras suara, Genset",Kelompok masyarakat peduli bencana,27 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gereja Masehi Adven Hari Ketujuh Jemaat Maesa ,Jl. Sulawesi No.25,Sulawesi Tengah ,-0.90016,119.8701,240,Gempa bumi ,Covid19,Tidak Ada ,Punya,Tidak Punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak tapi masih bisa digunakan,Tidak,Punya,Tidak punya,Punya,Punya,Tidak,Ya,Tidak,Tidak,Gempa bumi dan covid19,Insidental (penggalangan dana/persembahan bencana),"LSM/NGO, Rs Adven Bandung ",Ibadah minggu,Broadcast message WhatsApp Group,Siap,Keterampilan,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Tidak Ada ,Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak), Pendataan golongan darah, Pendataan pekerjaan/kegiatan usaha jemaat","Ya, 1-2 tahun","Kotak P3K, Genset","BPBD/BNPB, LSM/NGO Kebencanaan, Kelompok masyarakat peduli bencana",27 April 2021,#CF3333,#F7EA00,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
GPdI Vinear Palu ,Jalan Sulawesi No 43,Sulawesi Tengah ,-0.90011,119.8691,250,Gempa bumi ,Covid19,Tidak Ada ,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Tidak punya,Tidak punya,Spontanitas Jemaat ,Tidak punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum ada ,Ibadah minggu,Khotbah,Sedikit siap,Tidak Ada,Tidak,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Tidak Ada ,Tidak,Tidak Ada,Tidak,"Lampu senter, Alat pengeras suara, Genset",Tidak Ada ,27 April 2021,#CF3333,#CF3333,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
GKST Jemaat Anugerah Masomba,Jl. Tanjung Manimbaya IV. No. 05,Sulawesi Tengah,-0.90905,119.8818,530,Gempa Bumi,Terorisme,Konflik Sosial antar kelompok,Tidak Punya,Tidak Punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Terdampak dan berpotensi membahayakan pengguna/jemaat,Ya,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),LSM/NGO,Tidak Ada,Tidak Ada,Sedikit siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Simulasi/tanggap darurat menghadapi bencana alam,Tidak,"Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi), Pendataan pekerjaan/kegiatan usaha jemaat","Ya, 1-2 tahun","Kotak P3K, Safety Box berisi dokumen penting, Genset","BPBD/BNPB, LSM/NGO Kebencanaan, PMI",28 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
BK korps 2 palu,Kancil bawah no. 67,Sulawesi tengah,-0.91691,119.8701,900,Gempa bimi,Covid 19,Terorisme,Punya,Punya,Punya,Ya,Tidak,Tidak punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Tidak punya,Punya,Punya,Ya,Ya,Tidak,Ya,Bencana gempa bumi,Insidental (penggalangan dana/persembahan bencana),Team penanggulangan bencana bala keselamatan internasional,"Ibadah minggu, Sekolah Minggu","Khotbah, Siaran radio, Broadcast message WhatsApp Group",Siap,,Ya,"Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme","1. Simulasi penanggulangan bencana 
2. Epidemi dan wabah penyakit
3. Terorisme",Tidak,"Pendataan golongan darah, Pendataan penyintas COVID-19, Pendataan pekerjaan/kegiatan usaha jemaat","Ya, > 2 tahun","Peluit, Alat pemadam kebakaran, Alat pengeras suara, Safety Box berisi dokumen penting, Genset",BPBD/BNPB,28 April 2021,#CF3333,#CF3333,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gkst efhata palu,Jl. Banteng no 9,Sulawesi tengah,-0.93095,119.8845,880,Gempa bumi,Covid 19,Terorisme,Punya,Punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Punya,Tidak punya,Punya,Punya,Ya,Ya,Ya,Ya,Bencana gempa bumi dan covid 19,Insidental (penggalangan dana/persembahan bencana),"TNI/POLRI, BNPB/BPBD, PMI/SAR/ Damkar (Pemadam Kebakaran)","Ibadah minggu, Sekolah Minggu","Khotbah, Video, Broadcast message WhatsApp Group",Siap,,Ya,"Manajemen Barak, Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Epidemi dan wabah penyakit, Terorisme","Manajemen barak, simulasi menghadapi bencana, Perubahan iklim dan dampaknya, epidemi dan wabah penyakit, terorisme",Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak), Pendataan golongan darah","Ya, 1-2 tahun","Kotak P3K, Alat pemadam kebakaran, Alat pengeras suara, Safety Box berisi dokumen penting, Genset","BPBD/BNPB, SAR, Kelompok masyarakat peduli bencana",28 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gereja Toraja Jemaat Moria Palu,"Jl. Tj. Harapan No.13, Tatura Utara, Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111",Sulawesi tengah,-0.91011,119.8844,1268,Terorisme,Gempa Bumi,Epidemi dan wabah penyakit,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Ya,Ya,Gempa dan covid,Insidental (penggalangan dana/persembahan bencana),"BNPB/BPBD, PMI/SAR/ Damkar (Pemadam Kebakaran)","Ibadah minggu, Sekolah Minggu","Khotbah, Poster, Broadcast message WhatsApp Group",Sedikit siap,"Bantuan modal, Bantuan usaha, Keterampilan",Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Epidemi dan wabah penyakit",Tidak Ada,Tidak,"Pendataan golongan darah, Pendataan pekerjaan/kegiatan usaha jemaat",Tidak,"Lampu senter, Alat pemadam kebakaran, Alat pengeras suara, Safety Box berisi dokumen penting, Genset","BPBD/BNPB, SAR, Kelompok masyarakat peduli bencana",28 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gereja Kristen Sangkakala Indonesia (GKSI) GALILEA PALU,"Jl. Kesadaran II No.9, Tatura Utara, Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111",Sulawesi Tengah,-0.91604,119.8817,95,Gempa Bumi,Terorisme,Angin Kencang,Tidak Punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Pada saat terjadi bencana gedung gereja tidak mengalami kerusakan,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Tidak punya,Punya,Tidak punya,Tidak,Ya,Ya,Ya,Gempa dan Covid,Insidental (penggalangan dana/persembahan bencana),"TNI/POLRI, BNPB/BPBD, LSM/NGO, Lembaga Palu Bersatu Bangkit","Ibadah minggu, Sekolah Minggu","Khotbah, Video, Poster, Broadcast message WhatsApp Group, Facebook",Sedikit siap,Keterampilan,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana",Tidak Ada,Tidak,"Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi), Pendataan pekerjaan/kegiatan usaha jemaat","Ya, 1-2 tahun","Lampu darurat, Rompi, Genset, Tenda ","BPBD/BNPB, LSM/NGO Kebencanaan, PMI",28 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gereja Masehi Advent Hari Ketujuh (GMAHK) Jemaat Tatura Palu,"Jl. Purnawirawan No.6, Tatura Sel., Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111",Sulawesi Tengah,-0.9167,119.8773,400,Gempa Bumi,Epidemi dan wabah penyakit,Terorisme,Punya,Punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Punya,Punya,Punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Gempa dan covid,Insidental (penggalangan dana/persembahan bencana),Tidak Ada,Ibadah sabtu,"Khotbah, Broadcast message WhatsApp Group, Facebook",Siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Epidemi dan wabah penyakit",Tidak Ada,Tidak,Pendataan secara umum,Tidak,"Kotak P3K, Alat pengeras suara, Genset, Tenda","BPBD/BNPB, SAR, PMI",28 April 2021,#CF3333,#F7EA00,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gereja Kristen Maranatha Indonesia,Jalan Karoya  I No. 44 F Palu,Sulawesi Tengah,-0.90717,119.8864,80,Gempa Bumi,Wabah Penyakit (Covid19,Kebebasan Beribadah,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Belum teruji,Bangunan lama rubuh total,Pada saat gempa semua rusak total,Ya,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental dan alokasi anggaran bulanan khusus bencana,BNPB/BPBD,Tidak Ada,Tidak Ada,Sedikit siap,Tidak Ada,Ya,"Simulasi menghadapi bencana, Interaksi dan konflik sosial, Terorisme",Seminar atau simulasi tanggap bencana gempa bumi dan liquifaksi,Tidak,"Pendataan Kategorial, Bapak, Ibu, Pemuda dan Remaja",Tidak,Genset,BPBD/BNPB,28 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gereja Gkka Gibeon Palu,Jl. Zebra no. 49 palu,Sulawesi tengah,-0.92446,119.8826,179,Gemoa bumi,Epidemi penyakit,Terorisme,Tidak Punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Tidak terdampak,Tidak,Punya,Masih dalam perencanaan,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum ada,Tidak Ada,"Khotbah, Broadcast message WhatsApp Group",Sedikit siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Epidemi dan wabah penyakit, Terorisme","Simulasi gempa, penanganan epidemi penyakit dan penanganan terorisme",Tidak,Tidak Ada,Tidak,"Alat pengeras suara, Safety Box berisi dokumen penting, Genset","BPBD/BNPB, PMI",1 mei 2021,#CF3333,#FF8E00,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
GPdI eben haezer,Jl. Sulawesi bawah lrg. Singgani no. 13 A,Sulawesi tengah,-0.90107,119.8659,525,"Gempa bumi, angin kencang dan banjir",Eoidemi penyakit,Terorisme,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Terdampak dan berpotensi membahayakan pengguna/jemaat,Tidak,Punya,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak,Ya,Tidak,Insidental (penggalangan dana/persembahan bencana),BNPB/BPBD,"Ibadah minggu, Pendalaman Alkitab, Sekolah Minggu","Khotbah, Video, Broadcast message WhatsApp Group",Sedikit siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme","Pelatihan penanggulangan bencana gempa (simulasi), penangulangan penyakit dan teror gereja.",Tidak,Pendataan golongan darah,Tidak,"Alat pengeras suara, Safety Box berisi dokumen penting, Genset",SAR,1 mei 2021,#CF3333,#CF3333,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gereja sidang jemaat Allah di Indonesia (GSJA),Jalan Tanjung manimbaya 114,Sulawesi tengah,-0.90857,119.8819,350,Konflik sosial antar kelompok/antar komunitas,Terorisme,Kebebasan beribadah,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Tidak,Ringan,Tidak terdampak,Tidak,Belum dibuat jalur atau rute evakuasi,Tidak punya,Tidak punya,Punya,Belum ada,Tidak,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum pernah melaksanakan,Ibadah minggu,"Video, Broadcast message WhatsApp Group",Sedikit siap,Belum melakukan,Tidak,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Terorisme","Menyusun rencana pengembangan sistem peringatan, pemeliharaan persediaan dan pelatihan",Tidak,"Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi), Pendataan pekerjaan/kegiatan usaha jemaat",Tidak,"Alat pemadam kebakaran, Genset","BPBD/BNPB, LSM/NGO Kebencanaan, Kelompok masyarakat peduli bencana",2 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gereja Toraja Mamasa Jemaat Filadelfia,Jalan Zebra lorong KSM palu,sulawesi tengah,-0.92476,119.8859,120,gempa bumi,kebakaran,terorisme,Punya,Tidak punya,Tidak punya,Ya,Tidak,Punya,Ya,Ada struktur tulangan yang lepas,Terdampak dan berpotensi membahayakan pengguna/jemaat,Ya,Tidak punya,Tidak punya,Tidak punya,Punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),belum pernah,Ibadah minggu,Khotbah,Sedikit siap,belum ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan","pelatihan penanggulangan bencana alam gempa bumi, kebakaran, banjir dan lifukasi",Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak), Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi), Pendataan pekerjaan/kegiatan usaha jemaat",Tidak,"Alat pengeras suara, Genset","BPBD/BNPB, LSM/NGO Kebencanaan, PMI",2 mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gpid Jemaat Sola Gratia,Jalan Tanjung manimbaya no 168 c kota palu,Sulawesi tengah,-0.909096,119.888465,300,Terorisme,Gempa bumi,Likuifaksi,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Ya,Kerusakan pada lantai gedung,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Punya,Punya,Tidak punya,Tidak,Ya,Tidak,Ya,Gempa bumi tsunami dan likuifaksi,Insidental (penggalangan dana/persembahan bencana),TNI/POLRI,Ibadah minggu,Khotbah,Sedikit siap,Tidak Ada,Ya,"Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Simulasi menghadapi bencana, Interaksi dan konflik sosial",Harus ada edukasi terlebih dahulu setelah diadakan pelatihan,Tidak,"Pendataan golongan darah, Pendataan penyintas COVID-19",Tidak,"Kotak P3K, Alat pengeras suara, Genset","BPBD/BNPB, SAR, PMI",2 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gpid patmos Jonooge di sidera,Desa sidera bagian atas kecamatan Sigi biromaru kabupaten Sigi,Sulawesi tengah,-1.01869,119.9483,272,Konflik sosial,Terorisme,Gempa bumi ,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Belum teruji,Bangunan baru,Hancur tdk berada di tempat,Ya,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),"BNPB/BPBD, LSM/NGO",Tidak Ada,Tidak Ada,Tidak siap,Bantuan modal,Ya,Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD),Pengetahuan tentang kebencanaan pertolongan/tindakan yang dapat dilakukan,Tidak,Tidak Ada,Tidak,"Lampu senter, Lampu darurat, Alat pengeras suara, Genset",BPBD/BNPB,1 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
